_id,tempo_de_assinatura,historico_de_presenca_nos_jogos,historico_de_socio,numero_de_desistencias_no_periodo,historico_de_preco_nos_planos,tipo_de_plano,quantos_membros,planos_com_ingresso_incluso,estado_civil,risco_de_churn,feedback_sobre_servicos,frequencia_de_compra_de_produtos
2224,81,74,36,1,192,individual,5,nao,divorciado,alto,7,0
2225,33,68,17,9,388,individual,1,sim,divorciado,alto,5,9
2226,37,27,28,4,228,familiar,2,nao,solteiro,baixo,2,10
2227,79,40,10,2,464,familiar,7,sim,casado,alto,0,0
2228,6,30,36,7,242,individual,4,nao,divorciado,baixo,3,14
2229,40,71,2,7,446,familiar,4,nao,divorciado,baixo,10,5
2230,24,7,16,1,423,familiar,6,sim,casado,baixo,8,12
2231,30,9,34,6,322,individual,4,nao,divorciado,baixo,2,4
2232,29,40,2,7,200,familiar,7,sim,casado,médio,5,2
2233,13,63,32,4,345,familiar,7,nao,casado,médio,0,6
2234,25,6,29,9,458,individual,7,nao,solteiro,alto,1,3
2235,73,13,25,0,396,familiar,4,nao,casado,baixo,1,2
2236,50,20,32,7,342,individual,5,nao,solteiro,alto,7,2
2237,3,5,2,7,99,familiar,5,sim,divorciado,baixo,10,5
2238,62,20,26,1,50,individual,6,sim,casado,baixo,9,2
2239,39,40,17,6,200,individual,6,sim,casado,alto,9,0
2240,38,19,12,3,180,individual,2,sim,casado,alto,3,15
2241,86,46,6,9,393,individual,1,sim,casado,baixo,9,4
2242,77,64,12,5,29,familiar,5,sim,solteiro,alto,1,7
2243,69,67,7,8,21,familiar,7,nao,solteiro,alto,6,2
2244,38,44,2,8,322,familiar,4,sim,divorciado,alto,2,0
2245,70,34,14,9,447,individual,5,sim,casado,baixo,9,0
2246,46,34,15,6,315,individual,7,nao,casado,alto,0,6
2247,87,74,37,1,344,familiar,7,nao,solteiro,médio,6,0
2248,42,27,13,6,51,familiar,7,sim,divorciado,baixo,1,7
2249,64,11,8,6,330,individual,4,sim,casado,alto,2,6
2250,51,10,6,7,135,individual,6,nao,divorciado,médio,1,3
2251,6,56,28,5,90,familiar,6,nao,casado,médio,3,4
2252,35,38,35,1,191,individual,7,nao,divorciado,baixo,2,7
2253,66,71,21,1,16,individual,4,sim,divorciado,baixo,8,1
2254,73,4,32,2,160,individual,3,sim,solteiro,médio,1,12
2255,33,70,20,2,203,familiar,5,nao,solteiro,médio,9,6
2256,55,25,10,8,340,individual,6,nao,casado,médio,10,9
2257,51,66,28,3,33,familiar,7,sim,solteiro,médio,5,2
2258,32,10,4,1,146,individual,1,sim,divorciado,baixo,10,8
2259,77,72,10,8,88,familiar,4,sim,casado,alto,6,5
2260,65,39,20,5,489,individual,5,sim,divorciado,alto,10,13
2261,67,46,16,8,86,familiar,3,nao,divorciado,médio,0,6
2262,7,66,4,3,303,individual,6,sim,solteiro,médio,10,3
2263,6,4,1,6,229,individual,7,nao,divorciado,baixo,10,8
2264,68,50,16,2,482,individual,7,nao,casado,alto,8,0
2265,69,29,18,0,234,individual,3,sim,casado,baixo,6,0
2266,48,6,0,8,397,individual,6,nao,casado,baixo,4,6
2267,80,41,24,0,444,individual,1,sim,divorciado,alto,1,7
2268,67,43,9,6,104,familiar,2,nao,divorciado,médio,7,0
2269,59,6,4,8,435,familiar,6,sim,casado,baixo,2,2
2270,11,36,14,6,174,familiar,7,nao,solteiro,alto,4,9
2271,35,49,9,5,201,individual,3,sim,divorciado,médio,2,8
2272,81,25,18,1,416,familiar,6,nao,divorciado,médio,5,1
2273,54,72,1,0,75,familiar,4,sim,solteiro,alto,6,3
2274,37,69,36,6,363,individual,7,nao,casado,baixo,4,9
2275,69,37,7,3,229,individual,4,nao,divorciado,alto,10,3
2276,25,50,1,7,222,familiar,4,nao,casado,baixo,8,9
2277,85,8,12,6,12,individual,1,nao,casado,médio,7,3
2278,25,68,19,5,3,familiar,7,nao,divorciado,alto,6,4
2279,32,24,5,1,258,individual,1,sim,divorciado,alto,9,3
2280,27,5,35,8,277,familiar,1,sim,solteiro,baixo,1,4
2281,13,56,4,4,142,individual,4,sim,solteiro,baixo,0,5
2282,9,71,27,5,424,individual,6,sim,casado,alto,4,1
2283,59,23,6,1,197,familiar,5,sim,casado,alto,8,2
2284,16,70,35,9,5,familiar,5,nao,divorciado,baixo,2,2
2285,37,24,24,1,29,individual,3,nao,casado,baixo,8,3
2286,8,65,34,1,93,familiar,4,sim,casado,alto,9,0
2287,27,20,36,8,316,individual,3,sim,divorciado,baixo,7,6
2288,16,68,20,4,137,individual,1,nao,divorciado,médio,7,5
2289,74,7,26,0,291,familiar,3,sim,divorciado,baixo,10,4
2290,86,26,7,3,51,familiar,6,sim,divorciado,médio,2,2
2291,18,6,19,8,139,familiar,6,sim,solteiro,alto,1,8
2292,25,20,14,7,265,familiar,7,nao,casado,médio,6,7
2293,24,47,19,7,133,individual,6,sim,solteiro,baixo,3,0
2294,77,67,2,3,418,individual,1,sim,divorciado,baixo,7,2
2295,17,16,16,6,142,individual,5,sim,casado,médio,2,8
2296,83,6,24,5,320,familiar,3,nao,divorciado,médio,0,8
2297,24,8,33,5,217,individual,3,nao,divorciado,alto,7,17
2298,58,25,31,4,392,individual,6,nao,solteiro,alto,4,8
2299,20,19,25,9,167,familiar,1,nao,divorciado,alto,0,8
2300,17,61,14,1,488,familiar,6,nao,solteiro,médio,4,12
2301,57,50,27,7,399,individual,1,nao,solteiro,médio,1,3
2302,64,72,30,4,331,individual,6,sim,casado,alto,9,6
2303,63,50,3,0,18,familiar,7,nao,solteiro,médio,3,3
2304,8,42,2,6,8,familiar,6,nao,divorciado,alto,0,0
2305,15,1,24,5,346,familiar,4,sim,divorciado,médio,3,6
2306,13,56,34,1,328,individual,5,sim,solteiro,médio,10,6
2307,14,66,34,6,140,familiar,4,sim,solteiro,médio,10,14
2308,62,9,14,8,202,familiar,2,sim,solteiro,alto,3,4
2309,56,57,35,3,34,individual,2,nao,solteiro,baixo,6,0
2310,13,59,25,5,285,familiar,4,sim,divorciado,médio,9,7
2311,65,63,19,3,28,familiar,1,nao,divorciado,alto,4,6
2312,87,28,23,9,409,individual,1,nao,casado,baixo,3,8
2313,70,15,20,9,236,individual,2,nao,solteiro,médio,2,8
2314,68,10,4,4,228,individual,4,nao,casado,alto,0,3
2315,84,70,5,2,99,individual,4,nao,divorciado,alto,3,20
2316,16,41,37,6,322,familiar,6,sim,divorciado,alto,9,3
2317,76,61,7,5,308,familiar,6,nao,casado,baixo,10,2
2318,40,42,23,2,73,familiar,4,sim,solteiro,baixo,7,19
2319,35,54,31,9,135,individual,5,sim,divorciado,alto,7,12
2320,58,25,15,3,455,familiar,2,sim,divorciado,alto,6,0
2321,42,35,13,4,309,familiar,7,nao,casado,médio,8,3
2322,18,22,12,7,226,individual,4,sim,divorciado,médio,1,4
2323,6,5,22,7,188,familiar,5,sim,solteiro,baixo,1,8
2324,63,24,34,1,198,familiar,1,sim,solteiro,baixo,6,5
2325,58,13,25,5,336,familiar,4,sim,divorciado,alto,6,9
2326,11,7,1,0,262,individual,2,nao,casado,baixo,3,7
2327,7,57,3,4,339,familiar,7,sim,divorciado,médio,9,14
2328,3,39,36,9,48,familiar,6,nao,casado,alto,10,4
2329,31,65,6,0,379,individual,3,sim,solteiro,alto,3,5
2330,24,38,31,6,500,individual,2,nao,divorciado,baixo,5,2
2331,56,59,34,4,154,individual,6,sim,solteiro,baixo,9,9
2332,12,26,6,9,245,familiar,4,nao,divorciado,alto,1,0
2333,22,47,8,5,475,individual,2,nao,casado,alto,10,16
2334,11,32,0,7,82,individual,4,nao,casado,alto,1,7
2335,29,44,5,5,335,familiar,5,nao,divorciado,médio,7,6
2336,11,21,8,7,75,individual,4,nao,divorciado,médio,0,7
2337,11,65,5,8,20,familiar,2,nao,solteiro,médio,6,3
2338,55,43,28,5,119,individual,6,sim,solteiro,alto,4,4
2339,12,16,35,6,169,individual,2,sim,casado,médio,1,4
2340,21,43,27,7,156,individual,3,nao,solteiro,baixo,2,4
2341,24,62,4,6,231,familiar,4,nao,solteiro,alto,10,8
2342,19,41,0,3,171,familiar,2,nao,solteiro,alto,5,5
2343,82,28,5,1,205,familiar,6,nao,casado,médio,4,9
2344,50,63,9,5,463,individual,4,sim,divorciado,baixo,6,4
2345,18,72,8,4,2,individual,3,nao,casado,médio,7,6
2346,48,4,24,9,196,familiar,6,nao,divorciado,alto,9,3
2347,83,20,27,6,314,familiar,7,nao,casado,baixo,2,5
2348,56,50,24,0,295,individual,7,sim,casado,médio,2,9
2349,77,64,17,1,166,individual,6,nao,divorciado,baixo,2,1
2350,74,36,13,3,209,individual,3,sim,casado,alto,5,2
2351,8,72,33,6,318,individual,3,sim,solteiro,alto,5,3
2352,80,27,4,8,236,familiar,6,nao,divorciado,baixo,5,7
2353,32,71,14,3,88,familiar,1,sim,casado,médio,9,7
2354,19,3,4,8,161,familiar,5,sim,casado,alto,9,8
2355,57,49,26,9,214,individual,3,nao,divorciado,alto,3,0
2356,20,20,18,1,42,familiar,7,nao,casado,alto,2,7
2357,7,60,27,4,454,individual,6,nao,divorciado,alto,7,8
2358,71,17,26,8,77,familiar,7,nao,solteiro,alto,10,0
2359,17,57,15,9,226,familiar,6,sim,casado,alto,5,7
2360,85,63,22,2,104,familiar,3,nao,solteiro,médio,7,17
2361,15,26,12,8,163,individual,5,nao,solteiro,alto,0,7
2362,34,62,37,4,136,familiar,4,nao,solteiro,baixo,1,4
2363,13,56,17,1,423,individual,2,nao,solteiro,baixo,7,0
2364,1,62,0,1,437,familiar,5,sim,divorciado,alto,6,2
2365,79,39,30,2,350,individual,1,nao,casado,baixo,3,3
2366,5,20,31,0,341,individual,1,sim,divorciado,alto,2,0
2367,77,3,0,2,470,familiar,3,sim,divorciado,alto,8,5
2368,12,6,2,7,287,familiar,1,nao,casado,baixo,0,5
2369,34,59,22,9,254,individual,3,sim,divorciado,baixo,7,9
2370,22,32,18,9,484,familiar,2,nao,divorciado,baixo,9,2
2371,55,64,34,6,286,familiar,4,sim,solteiro,alto,10,0
2372,5,15,30,2,125,individual,6,sim,casado,alto,4,0
2373,84,70,13,5,432,familiar,1,nao,solteiro,alto,8,6
2374,25,20,22,7,428,familiar,5,sim,casado,alto,4,0
2375,16,19,5,5,334,individual,7,sim,casado,alto,2,12
2376,14,57,11,1,368,individual,6,nao,casado,baixo,4,3
2377,35,34,19,8,139,familiar,4,nao,solteiro,médio,10,5
2378,79,67,28,7,262,individual,2,nao,casado,alto,4,6
2379,29,7,6,1,136,individual,7,sim,solteiro,baixo,2,0
2380,51,19,17,5,229,individual,3,nao,divorciado,alto,4,3
2381,8,42,5,4,162,individual,3,sim,casado,alto,0,0
2382,11,49,3,1,54,individual,2,nao,solteiro,médio,1,6
2383,76,27,34,8,231,individual,7,nao,solteiro,baixo,4,0
2384,11,32,27,0,111,individual,3,nao,divorciado,médio,4,2
2385,33,45,17,6,374,familiar,2,sim,casado,alto,5,1
2386,72,65,0,2,400,familiar,5,sim,casado,baixo,9,3
2387,27,33,18,9,300,familiar,1,sim,casado,alto,8,9
2388,45,10,8,3,379,individual,7,sim,solteiro,alto,8,3
2389,25,7,1,9,365,individual,3,sim,divorciado,alto,5,7
2390,4,68,6,2,26,familiar,1,sim,divorciado,alto,3,0
2391,53,24,13,9,480,familiar,1,nao,divorciado,médio,2,9
2392,44,49,12,7,303,familiar,4,nao,solteiro,baixo,4,13
2393,35,3,17,4,181,individual,3,nao,divorciado,baixo,4,3
2394,4,53,22,7,76,individual,5,sim,casado,baixo,2,0
2395,72,63,28,7,20,individual,6,sim,divorciado,baixo,9,6
2396,4,6,3,8,280,familiar,5,nao,solteiro,baixo,5,5
2397,28,17,24,0,416,individual,6,sim,solteiro,alto,1,5
2398,32,66,28,6,209,familiar,1,nao,solteiro,médio,0,8
2399,20,24,29,3,426,familiar,2,nao,casado,baixo,2,9
2400,37,62,26,3,293,familiar,5,sim,divorciado,baixo,7,9
2401,16,73,33,3,266,familiar,7,sim,solteiro,baixo,1,3
2402,13,15,27,0,376,familiar,2,sim,casado,baixo,6,8
2403,5,33,29,7,15,familiar,4,sim,divorciado,alto,3,8
2404,1,64,8,7,308,individual,3,sim,divorciado,alto,8,9
2405,28,19,20,9,494,familiar,2,sim,solteiro,baixo,4,3
2406,85,26,30,6,62,individual,5,sim,casado,baixo,8,7
2407,33,19,14,4,416,familiar,7,nao,solteiro,médio,8,7
2408,55,42,6,3,47,familiar,3,sim,divorciado,baixo,7,0
2409,74,41,1,9,274,familiar,3,sim,casado,médio,10,6
2410,16,62,21,0,450,individual,6,sim,casado,médio,4,5
2411,15,10,0,5,45,individual,1,nao,solteiro,baixo,5,9
2412,10,22,36,8,247,individual,7,nao,solteiro,baixo,6,10
2413,52,53,4,6,432,individual,6,nao,divorciado,baixo,8,4
2414,54,56,0,0,245,familiar,3,sim,casado,médio,8,3
2415,33,49,9,4,309,individual,5,nao,solteiro,baixo,6,1
2416,73,14,25,2,136,individual,7,nao,casado,baixo,4,2
2417,83,2,27,1,188,individual,4,sim,divorciado,alto,4,4
2418,8,61,2,2,2,familiar,4,sim,casado,alto,1,6
2419,5,22,24,5,446,individual,1,nao,divorciado,médio,0,2
2420,31,17,14,5,430,individual,7,sim,solteiro,baixo,2,7
2421,26,29,2,1,291,familiar,6,sim,solteiro,baixo,3,8
2422,74,58,1,5,483,individual,2,sim,divorciado,alto,9,5
2423,82,8,26,2,315,individual,1,nao,divorciado,médio,5,7
2424,30,22,21,9,232,familiar,6,nao,casado,baixo,8,6
2425,67,38,36,6,137,familiar,4,sim,solteiro,alto,2,7
2426,26,50,11,2,78,individual,3,sim,casado,médio,3,0
2427,16,21,10,6,240,familiar,4,sim,casado,médio,6,4
2428,10,15,37,6,125,familiar,2,sim,casado,baixo,1,8
2429,69,40,0,7,412,familiar,2,sim,solteiro,baixo,9,13
2430,7,18,13,7,423,individual,3,sim,solteiro,baixo,6,6
2431,8,43,37,2,68,individual,1,nao,solteiro,alto,3,5
2432,3,71,16,1,275,familiar,2,sim,solteiro,alto,4,3
2433,35,51,31,0,171,individual,5,nao,solteiro,baixo,4,3
2434,48,59,36,3,235,familiar,3,nao,divorciado,baixo,9,9
2435,37,64,13,0,63,individual,2,nao,casado,alto,4,5
2436,68,41,11,8,186,individual,7,nao,casado,baixo,4,9
2437,60,68,1,5,342,familiar,3,sim,divorciado,médio,9,7
2438,18,23,37,3,423,familiar,4,nao,solteiro,médio,8,7
2439,54,41,12,5,480,individual,1,nao,solteiro,médio,5,1
2440,38,21,27,8,131,familiar,7,sim,casado,médio,3,6
2441,38,47,26,9,210,individual,2,sim,divorciado,baixo,1,8
2442,16,38,23,2,312,individual,6,sim,divorciado,médio,3,5
2443,66,73,13,4,239,familiar,7,nao,divorciado,médio,6,1
2444,83,43,25,8,76,familiar,4,nao,casado,alto,4,1
2445,3,8,8,1,132,individual,5,sim,divorciado,baixo,0,2
2446,74,16,15,9,263,familiar,7,sim,casado,alto,5,0
2447,59,60,18,3,45,individual,6,nao,casado,baixo,10,9
2448,9,31,28,6,161,individual,3,nao,solteiro,médio,9,4
2449,3,11,21,1,480,familiar,5,nao,divorciado,baixo,6,8
2450,22,38,35,2,138,individual,1,nao,casado,baixo,1,1
2451,19,20,8,2,5,familiar,6,sim,solteiro,baixo,4,6
2452,43,11,31,9,4,familiar,7,nao,solteiro,alto,1,2
2453,11,4,35,9,152,familiar,4,nao,solteiro,médio,1,0
2454,15,1,19,2,459,individual,4,sim,casado,baixo,4,0
2455,38,71,16,8,380,individual,1,nao,casado,alto,9,2
2456,62,1,12,3,273,familiar,1,nao,solteiro,baixo,9,2
2457,58,70,11,9,395,familiar,2,sim,casado,baixo,3,4
2458,32,36,18,8,131,familiar,4,sim,divorciado,médio,10,20
2459,53,26,14,9,476,individual,7,sim,divorciado,alto,0,19
2460,85,70,15,2,52,individual,4,nao,casado,alto,4,4
2461,73,8,30,6,180,individual,6,nao,divorciado,alto,2,4
2462,62,48,27,8,431,individual,6,sim,casado,alto,7,2
2463,1,27,0,8,418,familiar,5,sim,solteiro,baixo,6,8
2464,56,66,9,0,125,individual,4,nao,solteiro,baixo,1,8
2465,3,37,25,3,443,familiar,2,sim,divorciado,alto,7,6
2466,20,44,15,0,392,familiar,2,sim,divorciado,médio,0,17
2467,59,60,36,8,75,familiar,7,sim,divorciado,alto,8,4
2468,37,5,3,7,286,individual,6,sim,divorciado,médio,9,2
2469,44,60,0,0,139,individual,1,sim,solteiro,médio,9,14
2470,69,68,6,2,442,individual,6,nao,casado,alto,2,2
2471,79,13,12,0,294,individual,1,sim,casado,baixo,9,0
2472,67,37,1,4,291,individual,2,nao,divorciado,médio,1,8
2473,70,47,32,3,288,familiar,7,nao,solteiro,médio,8,2
2474,83,70,29,3,494,familiar,7,nao,casado,alto,8,6
2475,68,26,17,1,294,familiar,6,nao,casado,médio,10,1
2476,19,51,28,3,458,individual,6,nao,divorciado,alto,8,0
2477,66,5,15,2,11,familiar,7,sim,divorciado,alto,2,0
2478,45,57,31,0,323,individual,2,sim,casado,baixo,4,1
2479,68,13,17,1,98,individual,4,sim,casado,baixo,5,20
2480,80,14,1,8,321,individual,7,sim,divorciado,médio,4,7
2481,11,13,26,8,398,familiar,2,nao,casado,médio,5,0
2482,71,22,11,8,307,familiar,6,nao,divorciado,alto,1,10
2483,40,43,32,3,256,individual,4,sim,solteiro,alto,7,2
2484,58,7,27,4,63,individual,7,sim,divorciado,alto,10,3
2485,69,55,15,2,50,individual,4,sim,solteiro,médio,10,4
2486,19,6,37,4,144,familiar,4,nao,casado,baixo,9,1
2487,29,66,28,3,272,individual,2,nao,solteiro,médio,2,1
2488,8,33,27,9,250,individual,4,nao,divorciado,médio,10,4
2489,12,67,25,4,153,individual,3,nao,divorciado,baixo,1,7
2490,13,47,35,2,330,individual,1,nao,divorciado,baixo,10,8
2491,15,21,22,3,184,familiar,7,sim,divorciado,alto,6,6
2492,52,21,10,0,102,individual,7,nao,divorciado,baixo,2,9
2493,87,49,16,7,52,familiar,6,nao,solteiro,médio,7,0
2494,81,65,8,4,95,individual,6,nao,solteiro,alto,1,1
2495,40,30,23,0,82,individual,5,nao,divorciado,alto,4,3
2496,44,67,17,6,249,individual,4,nao,casado,alto,9,8
2497,86,72,26,1,7,individual,1,nao,divorciado,baixo,2,8
2498,25,16,30,0,100,familiar,2,nao,casado,médio,6,1
2499,19,25,19,5,7,familiar,2,sim,divorciado,alto,1,8
2500,86,67,33,1,57,familiar,2,nao,divorciado,baixo,6,1
2501,85,39,36,5,74,individual,2,nao,solteiro,baixo,10,3
2502,38,45,7,6,487,familiar,2,nao,divorciado,médio,4,8
2503,11,34,30,8,196,individual,5,nao,casado,médio,9,1
2504,79,26,15,0,199,familiar,4,sim,solteiro,médio,2,7
2505,84,37,35,4,391,familiar,1,nao,casado,baixo,0,6
2506,75,32,23,2,413,individual,5,nao,casado,alto,7,8
2507,62,40,16,5,447,individual,6,sim,solteiro,alto,1,2
2508,37,17,18,1,192,familiar,7,nao,casado,alto,1,14
2509,28,23,6,9,113,familiar,2,sim,solteiro,médio,6,19
2510,63,3,18,7,391,familiar,4,nao,divorciado,baixo,2,9
2511,45,60,12,1,32,familiar,1,sim,solteiro,baixo,4,3
2512,80,14,14,2,150,individual,5,sim,casado,alto,8,4
2513,67,55,17,1,194,individual,5,sim,solteiro,baixo,8,3
2514,85,39,10,8,178,individual,1,sim,solteiro,alto,10,1
2515,83,67,18,7,84,individual,2,sim,divorciado,alto,1,0
2516,1,30,21,6,420,familiar,1,nao,casado,médio,4,5
2517,59,6,8,4,368,individual,2,nao,solteiro,baixo,5,3
2518,83,57,22,2,80,individual,6,nao,solteiro,alto,7,9
2519,43,21,31,0,179,individual,7,nao,casado,baixo,8,2
2520,20,23,23,0,203,individual,4,sim,divorciado,médio,2,3
2521,8,26,11,5,255,individual,3,nao,solteiro,alto,2,3
2522,75,63,19,7,371,familiar,4,sim,divorciado,baixo,4,5
2523,57,28,0,5,484,individual,3,nao,divorciado,médio,5,9
2524,76,20,3,3,120,familiar,6,sim,divorciado,médio,6,7
2525,1,30,23,7,360,individual,3,sim,divorciado,alto,10,5
2526,35,30,19,1,19,individual,5,nao,solteiro,alto,1,5
2527,30,42,31,2,299,individual,5,sim,divorciado,médio,9,16
2528,74,6,29,9,495,familiar,5,sim,casado,médio,1,6
2529,6,36,4,6,449,individual,2,nao,solteiro,médio,10,9
2530,14,32,23,3,185,familiar,3,nao,solteiro,médio,3,9
2531,73,65,25,9,131,individual,4,sim,solteiro,alto,8,3
2532,48,30,27,8,379,individual,1,nao,divorciado,baixo,9,5
2533,87,48,21,0,280,individual,4,sim,divorciado,baixo,9,0
2534,74,4,37,7,345,individual,2,sim,solteiro,alto,7,4
2535,27,65,2,7,46,familiar,6,sim,divorciado,baixo,3,6
2536,73,64,26,2,108,familiar,4,nao,casado,alto,3,0
2537,5,58,36,9,57,familiar,5,nao,casado,baixo,5,13
2538,85,69,28,1,76,familiar,4,nao,casado,alto,9,2
2539,39,10,17,0,6,familiar,5,sim,divorciado,alto,2,6
2540,70,19,15,0,292,individual,6,sim,divorciado,médio,4,2
2541,16,68,4,8,91,individual,7,nao,casado,médio,4,9
2542,39,38,32,5,322,individual,1,sim,solteiro,baixo,7,9
2543,45,14,6,0,179,individual,2,nao,divorciado,médio,4,9
2544,27,34,33,9,325,familiar,6,sim,divorciado,baixo,2,2
2545,6,31,10,2,249,individual,6,nao,casado,baixo,9,7
2546,22,16,13,9,55,individual,7,sim,casado,médio,10,8
2547,73,67,7,9,304,individual,5,sim,solteiro,médio,7,3
2548,52,25,18,6,55,individual,2,nao,casado,alto,8,8
2549,87,34,11,2,498,familiar,1,nao,divorciado,alto,3,6
2550,82,28,8,7,453,individual,5,sim,casado,baixo,9,7
2551,22,21,10,6,154,individual,1,nao,solteiro,baixo,0,9
2552,30,26,18,2,280,familiar,1,nao,casado,baixo,2,6
2553,60,67,21,0,120,individual,2,nao,solteiro,médio,5,1
2554,2,11,20,1,178,familiar,4,nao,casado,médio,8,20
2555,68,21,33,7,380,individual,6,sim,solteiro,alto,7,3
2556,44,14,13,2,237,individual,4,nao,solteiro,médio,8,8
2557,6,49,30,3,70,familiar,2,sim,solteiro,médio,9,7
2558,75,3,33,6,500,individual,1,nao,solteiro,baixo,2,3
2559,55,7,35,5,114,familiar,7,nao,casado,médio,0,3
2560,35,43,16,0,206,individual,5,nao,casado,baixo,2,1
2561,16,18,11,4,356,familiar,7,nao,casado,médio,9,1
2562,78,32,19,4,330,familiar,1,nao,divorciado,baixo,5,4
2563,62,21,15,9,163,individual,1,sim,solteiro,alto,6,5
2564,37,21,14,5,193,familiar,1,sim,casado,baixo,8,2
2565,29,15,29,8,377,individual,5,nao,casado,alto,9,1
2566,18,6,8,4,334,familiar,1,sim,casado,alto,7,5
2567,10,14,4,6,308,familiar,1,nao,divorciado,alto,8,3
2568,14,39,31,0,69,individual,4,sim,solteiro,baixo,2,0
2569,39,41,24,5,225,familiar,7,sim,casado,médio,5,10
2570,52,39,23,7,12,individual,3,nao,solteiro,alto,8,3
2571,17,2,35,1,383,familiar,4,sim,divorciado,médio,4,5
2572,69,6,11,0,276,individual,2,nao,divorciado,médio,7,2
2573,61,54,33,0,165,familiar,5,nao,casado,alto,3,3
2574,27,53,19,5,123,individual,2,sim,solteiro,alto,9,19
2575,48,2,25,1,123,familiar,4,sim,solteiro,alto,5,3
2576,2,13,29,6,25,familiar,5,nao,solteiro,baixo,7,5
2577,59,30,19,9,223,familiar,6,nao,casado,baixo,8,3
2578,30,61,8,8,476,individual,6,sim,casado,baixo,10,5
2579,80,3,9,1,95,individual,7,sim,casado,médio,10,4
2580,29,11,24,0,60,familiar,2,sim,casado,alto,9,7
2581,54,14,24,8,202,familiar,2,nao,casado,médio,0,6
2582,31,19,28,4,16,familiar,1,nao,divorciado,médio,0,2
2583,45,39,20,2,2,individual,5,sim,casado,baixo,1,0
2584,58,40,24,0,262,individual,1,nao,solteiro,baixo,6,8
2585,6,28,31,1,301,individual,2,sim,divorciado,baixo,9,5
2586,57,64,32,3,151,familiar,3,sim,solteiro,médio,7,8
2587,69,49,25,9,104,individual,4,sim,solteiro,médio,5,9
2588,10,64,21,8,464,individual,6,sim,divorciado,baixo,10,0
2589,43,62,23,9,46,familiar,5,nao,casado,médio,1,1
2590,47,49,21,5,100,individual,3,sim,casado,médio,7,0
2591,24,15,35,3,180,individual,5,nao,divorciado,baixo,7,20
2592,16,12,28,5,399,familiar,5,nao,solteiro,baixo,6,4
2593,82,48,5,8,279,individual,1,sim,divorciado,médio,1,4
2594,58,18,35,1,477,familiar,6,nao,casado,médio,6,7
2595,69,27,25,1,12,individual,1,nao,solteiro,baixo,3,7
2596,52,12,14,8,258,familiar,3,sim,casado,médio,5,4
2597,83,27,2,7,133,individual,1,sim,solteiro,baixo,2,1
2598,66,56,4,3,29,familiar,1,nao,casado,baixo,3,3
2599,51,50,32,7,259,familiar,1,nao,divorciado,baixo,2,7
2600,15,11,21,9,257,individual,6,nao,solteiro,baixo,3,2
2601,2,41,24,1,108,familiar,2,sim,solteiro,baixo,8,9
2602,6,14,18,0,334,familiar,3,sim,solteiro,alto,9,8
2603,56,43,4,1,250,individual,5,sim,solteiro,alto,7,3
2604,74,15,30,4,82,individual,1,sim,casado,alto,1,8
2605,31,58,9,4,187,familiar,6,nao,casado,baixo,0,7
2606,45,51,17,0,341,individual,3,sim,divorciado,baixo,2,7
2607,8,31,0,4,315,individual,5,sim,casado,alto,10,1
2608,20,65,21,9,430,individual,1,sim,casado,alto,1,8
2609,70,36,18,1,329,familiar,1,sim,casado,alto,9,2
2610,27,27,13,1,422,familiar,3,nao,solteiro,baixo,3,9
2611,58,43,20,8,69,individual,6,nao,casado,baixo,6,8
2612,86,26,1,8,206,familiar,4,sim,solteiro,baixo,4,1
2613,8,65,5,8,82,individual,2,sim,casado,alto,9,6
2614,26,40,18,3,134,individual,1,sim,solteiro,médio,6,14
2615,16,6,31,9,301,individual,7,sim,divorciado,baixo,4,5
2616,12,37,19,1,213,individual,2,sim,divorciado,alto,10,8
2617,24,41,4,1,166,individual,7,nao,divorciado,baixo,1,7
2618,64,12,25,8,38,familiar,5,sim,solteiro,baixo,3,4
2619,16,73,4,1,93,individual,6,nao,casado,alto,7,8
2620,62,23,3,9,420,individual,3,sim,divorciado,alto,6,5
2621,49,46,22,8,429,familiar,1,nao,solteiro,baixo,2,1
2622,60,24,30,6,358,familiar,4,nao,casado,alto,3,7
2623,39,54,2,6,177,individual,1,nao,solteiro,baixo,5,1
2624,55,71,26,0,69,familiar,1,sim,casado,alto,5,6
2625,29,69,26,9,321,familiar,2,nao,casado,alto,5,0
2626,44,34,4,6,360,individual,3,nao,solteiro,baixo,0,5
2627,30,31,17,0,163,familiar,4,sim,casado,médio,1,17
2628,41,41,17,0,32,individual,1,sim,divorciado,baixo,10,7
2629,69,42,3,5,264,individual,2,sim,solteiro,baixo,5,5
2630,70,57,15,0,126,familiar,1,nao,divorciado,médio,4,7
2631,8,53,16,9,313,familiar,4,sim,divorciado,baixo,2,1
2632,20,66,19,1,438,familiar,6,nao,casado,médio,3,9
2633,70,45,34,0,180,familiar,5,sim,solteiro,médio,10,9
2634,77,65,25,5,425,individual,1,sim,solteiro,alto,5,2
2635,30,14,34,5,329,individual,3,nao,solteiro,médio,3,1
2636,37,44,35,2,100,individual,3,sim,divorciado,alto,7,2
2637,19,16,19,2,344,individual,5,sim,divorciado,baixo,4,4
2638,8,44,11,4,81,individual,5,nao,casado,baixo,2,0
2639,7,16,4,7,306,individual,5,sim,casado,alto,3,2
2640,79,57,11,2,330,individual,3,sim,solteiro,baixo,0,1
2641,64,18,28,1,239,familiar,2,sim,solteiro,baixo,9,8
